Year,State_ID,State,Presuntos delincuentes registrados en los juzgados de primera instancia en materia penal del fuero comÃºn a/,Presuntos delincuentes registrados en los juzgados de primera instancia en materia penal del fuero federal a/,Sentenciados registrados en los juzgados de primera instancia en materia penal del fuero comÃºn a/,Sentenciados registrados en los juzgados de primera instancia en materia penal del fuero federal a/,Tasa de personas con sentencia condenatoria b/,Tasa de personas con sentencia condenatoria del fuero comÃºn d/,Tasa de personas con sentencia condenatoria del fuero federal c/
2002,26,Sonora,6036.0,2504.0,5643.0,2631.0,91.9,92.6,90.5
2002,27,Tabasco,3275.0,455.0,2828.0,409.0,83.2,82.0,91.4
2002,28,Tamaulipas,6919.0,1457.0,5950.0,1312.0,86.2,85.1,91.3
2002,29,Tlaxcala,1461.0,196.0,1008.0,129.0,83.0,81.6,93.8
2002,30,Veracruz de Ignacio de la Llave,12256.0,1284.0,8358.0,927.0,90.1,89.9,91.7
2002,31,YucatÃ¡n,2524.0,238.0,1919.0,217.0,77.9,76.2,92.6
2002,32,Zacatecas,2239.0,363.0,1803.0,358.0,90.0,88.4,97.8
2002,33,Extranjero,1.0,36.0,0.0,22.0,81.8,0.0,81.8
2002,99,No especificada,298.0,104.0,286.0,58.0,52.3,50.7,60.3
2003,01,Aguascalientes,2550.0,240.0,1871.0,200.0,89.3,88.8,94.0
2003,02,Baja California,10953.0,2776.0,10374.0,2289.0,92.8,94.0,87.8
2003,03,Baja California Sur,1774.0,357.0,1260.0,325.0,81.5,81.0,83.7
2003,04,Campeche,1282.0,292.0,959.0,273.0,80.2,78.2,87.2
2003,05,Coahuila de Zaragoza,3393.0,751.0,2636.0,665.0,89.7,88.9,92.6
2003,06,Colima,2152.0,367.0,1392.0,276.0,90.8,89.9,95.3
2003,07,Chiapas,4738.0,1048.0,4110.0,882.0,84.7,84.0,88.3
2003,08,Chihuahua,8047.0,2213.0,4942.0,2031.0,91.4,89.9,95.2
2003,09,Ciudad de MÃ©xico,21619.0,2749.0,17173.0,2055.0,92.6,93.4,85.8
2003,10,Durango,1661.0,843.0,1428.0,697.0,93.2,91.8,96.0
2003,11,Guanajuato,6099.0,1443.0,4478.0,1180.0,93.3,93.1,94.3
2003,12,Guerrero,3852.0,687.0,1731.0,641.0,76.8,71.1,92.2
2003,13,Hidalgo,2186.0,399.0,1303.0,358.0,78.4,74.4,93.0
2003,14,Jalisco,9995.0,2212.0,6656.0,2070.0,87.4,84.9,95.4
2003,15,MÃ©xico,12426.0,1219.0,9246.0,1062.0,75.9,74.2,90.3
2003,16,MichoacÃ¡n de Ocampo,7180.0,1110.0,7358.0,1227.0,87.1,87.1,87.3
2003,17,Morelos,2479.0,991.0,1320.0,711.0,77.9,69.8,92.8
2003,18,Nayarit,2927.0,478.0,2121.0,430.0,92.7,92.3,94.7
2003,19,Nuevo LeÃ³n,5900.0,1020.0,4129.0,796.0,87.5,87.4,88.1
2003,20,Oaxaca,5471.0,871.0,3357.0,701.0,91.1,91.2,90.9
2003,21,Puebla,5238.0,795.0,4052.0,691.0,91.1,91.1,90.9
2003,22,QuerÃ©taro,5059.0,333.0,2896.0,307.0,89.4,88.5,97.7
2003,23,Quintana Roo,2766.0,383.0,1364.0,251.0,91.5,90.8,94.8
2003,24,San Luis PotosÃ­,4463.0,600.0,3335.0,550.0,80.8,78.5,94.5
2003,25,Sinaloa,5393.0,1200.0,4205.0,1245.0,83.8,81.5,91.3
2003,26,Sonora,5989.0,2659.0,4576.0,2383.0,91.7,92.2,90.8
2003,27,Tabasco,3354.0,561.0,2471.0,395.0,84.6,83.5,91.4
2003,28,Tamaulipas,7615.0,1299.0,6745.0,1237.0,87.2,86.7,90.2
2003,29,Tlaxcala,1411.0,231.0,885.0,132.0,87.5,86.1,97.0
2003,30,Veracruz de Ignacio de la Llave,12109.0,1392.0,8746.0,1071.0,91.2,91.3,90.1
2003,31,YucatÃ¡n,2431.0,307.0,1995.0,209.0,84.3,83.2,94.3
2003,32,Zacatecas,2281.0,408.0,1767.0,397.0,91.6,91.0,94.5
2003,33,Extranjero,5.0,21.0,2.0,30.0,96.9,100.0,96.7
2003,99,No especificada,162.0,32.0,122.0,29.0,55.6,55.7,55.2
2004,01,Aguascalientes,2029.0,269.0,1657.0,188.0,85.5,84.2,96.3
2004,02,Baja California,11189.0,2709.0,10686.0,2113.0,93.7,95.0,87.1
2004,03,Baja California Sur,1755.0,334.0,1262.0,287.0,81.9,81.1,85.0
2004,04,Campeche,1366.0,309.0,954.0,275.0,79.8,79.9,79.6
2004,05,Coahuila de Zaragoza,4338.0,716.0,2630.0,682.0,90.2,89.6,92.2
2004,06,Colima,1800.0,416.0,1621.0,339.0,91.3,89.9,97.9
2004,07,Chiapas,5137.0,1028.0,4327.0,979.0,87.6,86.9,90.6
2004,08,Chihuahua,7298.0,1880.0,4565.0,2114.0,90.7,89.8,92.7
2004,09,Ciudad de MÃ©xico,24430.0,2494.0,19838.0,2294.0,92.5,93.4,85.0
2004,10,Durango,1550.0,723.0,1304.0,698.0,91.2,89.4,94.6
2004,11,Guanajuato,5741.0,1224.0,4514.0,1140.0,92.7,92.1,94.7
2004,12,Guerrero,4094.0,703.0,1615.0,705.0,74.6,69.0,87.5
2004,13,Hidalgo,2194.0,402.0,1379.0,373.0,82.5,78.7,96.8
2004,14,Jalisco,10745.0,2510.0,7420.0,2361.0,86.8,84.4,94.5
2004,15,MÃ©xico,13786.0,1228.0,9637.0,1294.0,77.3,75.4,91.0
2004,16,MichoacÃ¡n de Ocampo,8314.0,992.0,8517.0,1270.0,88.6,88.0,92.8
2004,17,Morelos,2371.0,654.0,1514.0,767.0,76.6,68.9,91.8
2004,18,Nayarit,2963.0,492.0,2532.0,428.0,90.3,90.7,88.1
2004,19,Nuevo LeÃ³n,5485.0,885.0,4228.0,675.0,87.9,87.5,90.2
2004,20,Oaxaca,4922.0,699.0,2963.0,633.0,90.6,91.2,87.8
2004,21,Puebla,5152.0,610.0,4564.0,683.0,91.6,91.0,95.8
2004,22,QuerÃ©taro,5282.0,383.0,3323.0,391.0,91.1,90.5,96.9
2004,23,Quintana Roo,2716.0,415.0,1449.0,416.0,88.0,86.5,93.3
2004,24,San Luis PotosÃ­,5637.0,562.0,3099.0,509.0,82.0,80.2,92.7
2004,25,Sinaloa,5002.0,1510.0,4281.0,1281.0,83.5,80.6,93.1
2004,26,Sonora,6175.0,2960.0,5038.0,2468.0,92.7,93.9,90.3
2004,27,Tabasco,2887.0,584.0,2191.0,424.0,87.5,87.1,89.6
2004,28,Tamaulipas,8765.0,1092.0,7987.0,1096.0,88.3,88.1,89.9
2004,29,Tlaxcala,1151.0,186.0,932.0,181.0,69.8,65.9,90.1
2004,30,Veracruz de Ignacio de la Llave,10347.0,1501.0,7008.0,1232.0,91.5,91.6,90.7
2004,31,YucatÃ¡n,3230.0,220.0,2014.0,173.0,78.1,77.2,89.0
2004,32,Zacatecas,2384.0,409.0,2012.0,401.0,92.4,91.8,95.3
2004,33,Extranjero,2.0,24.0,3.0,22.0,84.0,100.0,81.8
2004,99,No especificada,220.0,70.0,393.0,48.0,67.6,66.9,72.9
2005,01,Aguascalientes,1841.0,362.0,1285.0,230.0,88.8,88.2,91.7
2005,02,Baja California,13116.0,3570.0,10821.0,2458.0,93.6,95.9,83.8
2005,03,Baja California Sur,2071.0,359.0,1078.0,230.0,84.2,83.9,85.7
2005,04,Campeche,1161.0,236.0,773.0,238.0,78.1,80.1,71.8
2005,05,Coahuila de Zaragoza,5114.0,652.0,2424.0,690.0,88.5,87.1,93.2
2005,06,Colima,1907.0,458.0,1435.0,381.0,93.1,92.1,96.9
2005,07,Chiapas,5059.0,685.0,4515.0,991.0,86.9,86.7,87.7
2005,08,Chihuahua,7578.0,1851.0,4359.0,2040.0,90.3,88.2,94.9
2005,09,Ciudad de MÃ©xico,22394.0,2034.0,20055.0,1915.0,92.9,93.5,86.4
2005,10,Durango,1540.0,796.0,1171.0,705.0,94.1,93.9,94.3
2005,11,Guanajuato,6800.0,1299.0,5579.0,1288.0,93.3,93.1,94.2
2005,12,Guerrero,3607.0,760.0,1748.0,587.0,77.9,72.7,93.2
2005,13,Hidalgo,2681.0,348.0,1521.0,343.0,82.6,79.5,96.5
2005,14,Jalisco,11455.0,2635.0,7936.0,2619.0,88.8,87.0,94.4
2005,15,MÃ©xico,13245.0,1021.0,9963.0,1138.0,78.3,77.2,88.1
2005,16,MichoacÃ¡n de Ocampo,8145.0,1136.0,8407.0,1009.0,90.2,89.9,92.6
2005,17,Morelos,2271.0,491.0,1401.0,614.0,78.3,73.4,89.4
2005,18,Nayarit,2696.0,524.0,2287.0,451.0,89.8,88.9,94.5
2005,19,Nuevo LeÃ³n,4551.0,1156.0,3687.0,831.0,87.6,87.1,89.8
2005,20,Oaxaca,4529.0,709.0,3030.0,524.0,89.9,89.6,91.8
2005,21,Puebla,4802.0,732.0,4897.0,573.0,91.1,90.9,93.2
2005,22,QuerÃ©taro,4662.0,363.0,3029.0,357.0,90.0,89.2,96.4
2005,23,Quintana Roo,2948.0,344.0,1388.0,209.0,84.1,82.7,93.3
2005,24,San Luis PotosÃ­,4801.0,730.0,3039.0,639.0,82.9,81.7,88.7
2005,25,Sinaloa,6875.0,1961.0,4415.0,1404.0,84.2,80.9,94.5
2005,26,Sonora,6842.0,3664.0,5209.0,2757.0,92.9,92.9,92.9
2005,27,Tabasco,2873.0,527.0,1914.0,349.0,89.6,88.8,94.3
2005,28,Tamaulipas,8443.0,1169.0,10127.0,1080.0,88.0,87.7,90.3
2005,29,Tlaxcala,1014.0,183.0,942.0,185.0,70.7,66.3,93.0
2005,30,Veracruz de Ignacio de la Llave,9646.0,1546.0,6067.0,1207.0,91.1,91.1,91.2
2005,31,YucatÃ¡n,3005.0,229.0,2466.0,141.0,78.1,77.5,89.4
2005,32,Zacatecas,3090.0,528.0,2225.0,421.0,91.2,90.2,96.7
2005,33,Extranjero,3.0,13.0,0.0,21.0,81.0,0.0,81.0
2005,99,No especificada,241.0,76.0,331.0,69.0,50.8,52.3,43.5
2006,01,Aguascalientes,1798.0,261.0,946.0,289.0,88.3,88.8,86.9
2006,02,Baja California,14076.0,3462.0,10625.0,2711.0,92.1,95.8,77.5
2006,03,Baja California Sur,1982.0,359.0,1283.0,340.0,82.6,80.9,88.8
2006,04,Campeche,1212.0,164.0,678.0,175.0,79.1,78.0,83.4
2006,05,Coahuila de Zaragoza,4792.0,560.0,2628.0,621.0,86.3,85.1,91.5
2006,06,Colima,1973.0,462.0,1293.0,463.0,91.5,91.0,93.1
2006,07,Chiapas,4506.0,485.0,4151.0,953.0,84.0,85.5,77.6
2006,08,Chihuahua,7462.0,1634.0,4219.0,1709.0,90.5,88.8,94.7
2006,09,Ciudad de MÃ©xico,20400.0,2431.0,18357.0,1745.0,94.1,94.8,86.2
2006,10,Durango,1737.0,765.0,1135.0,643.0,94.3,93.4,96.0
2006,11,Guanajuato,6224.0,1227.0,4851.0,1183.0,92.0,92.1,91.5
2006,12,Guerrero,3232.0,726.0,1661.0,700.0,80.2,74.7,93.3
2006,13,Hidalgo,2652.0,371.0,1602.0,367.0,79.9,76.7,94.0
2006,14,Jalisco,12443.0,2314.0,8850.0,2795.0,87.9,85.8,94.6
2006,15,MÃ©xico,12149.0,1021.0,9399.0,1051.0,78.4,77.3,89.0
2006,16,MichoacÃ¡n de Ocampo,8355.0,1011.0,8600.0,1167.0,91.6,91.3,93.7
2006,17,Morelos,2129.0,550.0,1410.0,559.0,76.8,71.8,89.4
2006,18,Nayarit,3122.0,544.0,1986.0,471.0,91.9,91.0,95.5
2006,19,Nuevo LeÃ³n,3715.0,1077.0,2563.0,935.0,88.2,89.6,84.4
2006,20,Oaxaca,3732.0,549.0,2772.0,402.0,89.5,89.6,89.3
2006,21,Puebla,4906.0,673.0,4967.0,683.0,90.2,90.4,88.9
2006,22,QuerÃ©taro,4465.0,381.0,2650.0,351.0,89.8,88.9,97.2
2006,23,Quintana Roo,3019.0,487.0,1621.0,309.0,81.7,80.2,89.3
2006,24,San Luis PotosÃ­,4431.0,593.0,3012.0,524.0,81.6,80.5,88.0
2006,25,Sinaloa,7489.0,2279.0,4871.0,1996.0,84.6,81.3,92.6
2006,26,Sonora,7078.0,3474.0,5815.0,2854.0,90.3,91.3,88.3
2006,27,Tabasco,2768.0,493.0,1944.0,383.0,90.7,91.0,89.3
2006,28,Tamaulipas,8722.0,935.0,8571.0,1043.0,87.4,87.5,87.1
2006,29,Tlaxcala,964.0,161.0,844.0,135.0,72.1,68.2,96.3
2006,30,Veracruz de Ignacio de la Llave,8768.0,1321.0,5541.0,1135.0,90.8,91.3,88.1
2006,31,YucatÃ¡n,3500.0,179.0,2047.0,156.0,80.6,80.1,86.5
2006,32,Zacatecas,2802.0,415.0,2506.0,382.0,91.1,90.6,94.5
2006,33,Extranjero,3.0,31.0,0.0,17.0,76.5,0.0,76.5
2006,99,No especificada,321.0,47.0,291.0,53.0,53.2,54.0,49.1
2007,01,Aguascalientes,1545.0,264.0,845.0,217.0,88.2,88.3,88.0
2007,02,Baja California,16375.0,3828.0,13682.0,2981.0,92.1,96.2,73.4
2007,03,Baja California Sur,2101.0,369.0,1429.0,334.0,82.1,79.8,91.9
2007,04,Campeche,1199.0,275.0,734.0,146.0,79.4,78.7,82.9
2007,05,Coahuila de Zaragoza,4897.0,618.0,2711.0,504.0,88.3,87.7,91.5
2007,06,Colima,2144.0,415.0,1460.0,429.0,90.5,89.6,93.7
2007,07,Chiapas,4494.0,520.0,4065.0,783.0,86.3,86.7,84.4
2007,08,Chihuahua,6778.0,1384.0,3604.0,1394.0,90.8,89.2,95.0
2007,09,Ciudad de MÃ©xico,20778.0,2578.0,18049.0,2210.0,93.6,94.4,87.5
2007,10,Durango,1957.0,810.0,1447.0,618.0,91.4,90.0,94.5
2007,11,Guanajuato,6492.0,1406.0,5058.0,1307.0,91.5,92.0,89.6
2007,12,Guerrero,3408.0,753.0,1563.0,621.0,81.7,76.8,94.2
2007,13,Hidalgo,2513.0,419.0,2044.0,336.0,86.2,84.5,96.4
2007,14,Jalisco,12645.0,2174.0,8810.0,2569.0,87.7,85.4,95.5
2007,15,MÃ©xico,12675.0,1075.0,9463.0,968.0,79.9,78.9,90.3
2007,16,MichoacÃ¡n de Ocampo,6670.0,1094.0,7225.0,930.0,92.1,92.1,92.4
2007,17,Morelos,1986.0,455.0,1488.0,398.0,78.1,74.3,92.5
2007,18,Nayarit,3644.0,612.0,2377.0,530.0,91.5,91.2,92.8
2007,19,Nuevo LeÃ³n,3879.0,947.0,2592.0,947.0,88.9,92.3,79.6
2007,20,Oaxaca,3583.0,615.0,2442.0,426.0,89.1,88.9,90.1
2007,21,Puebla,4937.0,693.0,4430.0,689.0,90.6,90.7,89.7
2007,22,QuerÃ©taro,4519.0,497.0,2328.0,414.0,92.6,92.1,95.4
2007,23,Quintana Roo,3074.0,596.0,1520.0,360.0,84.9,83.1,92.8
2007,24,San Luis PotosÃ­,4680.0,521.0,3083.0,490.0,83.2,82.5,87.8
2007,25,Sinaloa,8872.0,2037.0,5263.0,2086.0,86.6,84.2,92.6
2007,26,Sonora,7607.0,2968.0,7375.0,2723.0,89.8,90.6,87.6
2007,27,Tabasco,2607.0,497.0,1500.0,333.0,87.2,88.5,81.4
2007,28,Tamaulipas,8369.0,1225.0,8028.0,1018.0,88.8,88.9,88.0
2007,29,Tlaxcala,896.0,160.0,910.0,123.0,74.0,71.1,95.1
2007,30,Veracruz de Ignacio de la Llave,8505.0,1299.0,4975.0,1004.0,90.6,91.0,88.8
2007,31,YucatÃ¡n,3170.0,245.0,2049.0,158.0,79.5,78.9,87.3
2007,32,Zacatecas,2995.0,391.0,2670.0,345.0,88.7,87.8,95.9
2007,33,Extranjero,2.0,35.0,0.0,29.0,93.1,0.0,93.1
2007,99,No especificada,226.0,54.0,227.0,44.0,46.5,45.8,50.0
2008,01,Aguascalientes,1570.0,228.0,762.0,179.0,88.6,87.9,91.6
2008,02,Baja California,14172.0,4404.0,13523.0,2838.0,92.0,95.8,73.6
2008,03,Baja California Sur,1829.0,558.0,1332.0,374.0,81.4,80.0,86.1
2008,04,Campeche,1222.0,222.0,687.0,133.0,81.6,80.1,89.5
2008,05,Coahuila de Zaragoza,4539.0,647.0,2430.0,502.0,89.6,89.2,91.2
2008,06,Colima,1866.0,360.0,1536.0,396.0,90.5,89.1,96.0
2008,07,Chiapas,4609.0,542.0,4391.0,700.0,85.9,85.2,89.9
2008,08,Chihuahua,3947.0,2233.0,2750.0,1476.0,91.0,89.7,93.4
2008,09,Ciudad de MÃ©xico,21782.0,2811.0,18452.0,2355.0,93.5,94.3,87.6
2008,10,Durango,1677.0,713.0,1322.0,639.0,91.8,90.8,93.9
2008,11,Guanajuato,6727.0,1723.0,5363.0,1460.0,90.2,90.0,91.1
2008,12,Guerrero,3036.0,775.0,1768.0,703.0,83.7,79.4,94.6
2008,13,Hidalgo,2502.0,316.0,1791.0,307.0,84.6,83.1,93.5
2008,14,Jalisco,12807.0,2146.0,9178.0,2218.0,87.0,85.4,93.6
2008,15,MÃ©xico,12831.0,1454.0,9662.0,1129.0,83.5,82.9,88.8
2008,16,MichoacÃ¡n de Ocampo,5603.0,1042.0,6226.0,1064.0,90.3,90.9,86.8
2008,17,Morelos,2072.0,550.0,1372.0,396.0,81.0,79.1,87.6
2008,18,Nayarit,3782.0,484.0,2514.0,449.0,91.3,91.8,88.2
2008,19,Nuevo LeÃ³n,3912.0,1041.0,2532.0,888.0,90.9,93.4,83.8
2008,20,Oaxaca,3922.0,890.0,2323.0,604.0,87.4,86.4,91.4
2008,21,Puebla,5264.0,772.0,4892.0,668.0,91.3,91.5,89.5
2008,22,QuerÃ©taro,4609.0,459.0,2418.0,559.0,91.6,91.5,92.3
2008,23,Quintana Roo,2770.0,442.0,1588.0,310.0,83.1,81.4,92.3
2008,24,San Luis PotosÃ­,4629.0,479.0,3107.0,435.0,83.1,81.9,92.0
2008,25,Sinaloa,10087.0,2099.0,4707.0,1757.0,87.0,85.4,91.4
2008,26,Sonora,7991.0,3307.0,7562.0,2585.0,88.5,91.0,81.2
2008,27,Tabasco,2785.0,506.0,1753.0,311.0,88.6,88.4,89.7
2008,28,Tamaulipas,9398.0,1506.0,7568.0,975.0,88.8,89.1,86.6
2008,29,Tlaxcala,1066.0,201.0,887.0,150.0,70.7,67.6,88.7
2008,30,Veracruz de Ignacio de la Llave,8554.0,1317.0,4831.0,915.0,90.8,91.2,88.7
2008,31,YucatÃ¡n,2849.0,201.0,2303.0,152.0,81.2,81.0,84.2
2008,32,Zacatecas,2619.0,318.0,2473.0,298.0,89.8,89.6,90.9
2008,33,Extranjero,1.0,41.0,0.0,29.0,58.6,0.0,58.6
2008,99,No especificada,232.0,69.0,218.0,56.0,55.8,51.4,73.2
2009,01,Aguascalientes,1853.0,333.0,1023.0,195.0,90.1,89.6,92.3
2009,02,Baja California,11233.0,5941.0,11206.0,3196.0,92.2,95.2,81.6
2009,03,Baja California Sur,1563.0,751.0,1305.0,627.0,87.2,86.9,87.9
2009,04,Campeche,1317.0,271.0,668.0,164.0,79.2,76.0,92.1
2009,05,Coahuila de Zaragoza,3514.0,525.0,2265.0,446.0,86.8,85.8,91.7
2009,06,Colima,1787.0,220.0,1196.0,249.0,88.8,88.1,92.0
2009,07,Chiapas,4040.0,566.0,3997.0,624.0,82.9,81.6,91.2
2009,08,Chihuahua,3737.0,2154.0,2129.0,1914.0,90.7,88.1,93.6
2009,09,Ciudad de MÃ©xico,20311.0,2656.0,17668.0,2397.0,93.3,93.9,88.7
2009,10,Durango,1452.0,700.0,1296.0,513.0,91.3,89.9,94.7
2009,11,Guanajuato,7066.0,1698.0,5983.0,1549.0,90.1,90.7,87.9
2009,12,Guerrero,3021.0,1018.0,1684.0,752.0,82.6,76.7,95.9
2009,13,Hidalgo,3206.0,406.0,2050.0,238.0,85.0,84.0,92.9
2009,14,Jalisco,12603.0,2429.0,9589.0,2159.0,88.8,87.5,94.4
2009,15,MÃ©xico,12142.0,1785.0,9934.0,1490.0,84.2,82.9,92.8
2009,16,MichoacÃ¡n de Ocampo,4877.0,850.0,4637.0,925.0,93.0,92.8,93.9
2009,17,Morelos,1506.0,547.0,1025.0,339.0,77.3,72.8,90.9
2009,18,Nayarit,3356.0,433.0,2298.0,325.0,90.3,89.8,94.2
2009,19,Nuevo LeÃ³n,3680.0,1227.0,2635.0,956.0,89.6,91.4,84.5
2009,20,Oaxaca,3508.0,1066.0,1996.0,783.0,87.9,85.9,92.8
2009,21,Puebla,4802.0,777.0,4204.0,711.0,92.3,92.8,89.5
2009,22,QuerÃ©taro,4626.0,510.0,2483.0,526.0,80.8,78.3,92.8
2009,23,Quintana Roo,3080.0,493.0,1703.0,354.0,84.7,83.4,91.0
2009,24,San Luis PotosÃ­,4717.0,498.0,2827.0,440.0,81.5,79.5,94.1
2009,25,Sinaloa,10966.0,1911.0,3721.0,1657.0,88.8,86.6,93.7
2009,26,Sonora,7939.0,3056.0,7234.0,2201.0,89.5,90.0,87.9
2009,27,Tabasco,2612.0,628.0,1646.0,299.0,89.1,88.9,90.3
2009,28,Tamaulipas,8126.0,1420.0,7442.0,1063.0,84.1,83.8,86.4
2009,29,Tlaxcala,1054.0,291.0,848.0,130.0,72.4,70.5,84.6
2009,30,Veracruz de Ignacio de la Llave,7932.0,1445.0,4591.0,993.0,91.4,91.8,89.5
2009,31,YucatÃ¡n,3762.0,498.0,2419.0,158.0,80.5,80.2,85.4
2009,32,Zacatecas,2117.0,195.0,1700.0,208.0,86.4,85.4,94.7
2009,33,Extranjero,2.0,39.0,1.0,42.0,90.7,100.0,90.5
2009,99,No especificada,399.0,80.0,861.0,77.0,79.4,79.1,83.1
2010,01,Aguascalientes,1653.0,419.0,1166.0,375.0,89.6,88.9,91.7
2010,02,Baja California,9512.0,8739.0,10118.0,6048.0,93.8,94.9,91.8
2010,03,Baja California Sur,1530.0,708.0,1440.0,866.0,85.1,81.4,91.3
2010,04,Campeche,1093.0,352.0,647.0,274.0,76.8,74.2,82.8
2010,05,Coahuila de Zaragoza,2832.0,432.0,2054.0,479.0,85.9,83.6,95.6
2010,06,Colima,1513.0,293.0,1245.0,429.0,91.3,88.9,98.1
2010,07,Chiapas,4030.0,622.0,3863.0,708.0,82.8,81.8,88.3
2010,08,Chihuahua,3846.0,1659.0,1936.0,1663.0,92.8,91.6,94.2
2010,09,Ciudad de MÃ©xico,20018.0,3829.0,17458.0,3101.0,92.2,92.6,89.9
2010,10,Durango,950.0,569.0,864.0,623.0,93.2,90.3,97.3
2010,11,Guanajuato,6766.0,1741.0,6022.0,1615.0,89.6,90.4,86.7
2010,12,Guerrero,2826.0,948.0,1519.0,875.0,81.4,75.1,92.2
2010,13,Hidalgo,3444.0,366.0,1881.0,232.0,83.8,82.5,94.4
2010,14,Jalisco,14145.0,3547.0,9245.0,3309.0,89.2,88.1,92.4
2010,15,MÃ©xico,11315.0,1935.0,10499.0,2000.0,86.1,84.7,93.3
2010,16,MichoacÃ¡n de Ocampo,4299.0,764.0,4015.0,907.0,90.9,90.5,92.7
2010,17,Morelos,1253.0,523.0,741.0,404.0,83.5,78.9,91.8
2010,18,Nayarit,3054.0,388.0,2015.0,380.0,88.8,87.7,94.5
2010,19,Nuevo LeÃ³n,3841.0,1245.0,2486.0,1258.0,91.2,89.9,93.8
2010,20,Oaxaca,3391.0,1393.0,1862.0,1040.0,90.7,88.1,95.4
2010,21,Puebla,4698.0,819.0,4027.0,943.0,93.0,92.3,95.9
2010,22,QuerÃ©taro,4134.0,735.0,2473.0,637.0,82.9,80.1,93.7
2010,23,Quintana Roo,3173.0,544.0,1652.0,473.0,84.0,80.8,95.6
2010,24,San Luis PotosÃ­,4221.0,540.0,2753.0,467.0,80.7,78.2,94.9
2010,25,Sinaloa,10377.0,1454.0,3316.0,1595.0,89.7,86.8,95.6
2010,26,Sonora,7417.0,3108.0,6879.0,2517.0,91.1,90.1,93.6
2010,27,Tabasco,3253.0,593.0,1760.0,402.0,89.5,91.0,83.1
2010,28,Tamaulipas,5117.0,1429.0,5849.0,974.0,80.3,78.1,93.9
2010,29,Tlaxcala,924.0,230.0,645.0,195.0,74.8,71.8,84.6
2010,30,Veracruz de Ignacio de la Llave,7243.0,1267.0,4226.0,928.0,89.0,88.9,89.4
2010,31,YucatÃ¡n,3780.0,446.0,2276.0,247.0,79.4,78.3,89.5
2010,32,Zacatecas,1935.0,263.0,1539.0,189.0,82.9,81.5,93.7
2010,33,Extranjero,5.0,17.0,2.0,23.0,96.0,100.0,95.7
2010,99,No especificada,248.0,59.0,1704.0,48.0,85.8,86.0,77.1
2011,01,Aguascalientes,2133.0,543.0,1044.0,347.0,91.5,90.1,95.7
2011,02,Baja California,8000.0,7897.0,8814.0,6909.0,93.9,93.5,94.4
2011,03,Baja California Sur,1431.0,832.0,1255.0,902.0,88.1,82.2,96.3
2011,04,Campeche,1161.0,329.0,638.0,275.0,77.1,74.0,84.4
2011,05,Coahuila de Zaragoza,2121.0,770.0,1616.0,487.0,85.5,83.0,93.8
2011,06,Colima,2069.0,207.0,1265.0,222.0,91.2,90.8,93.2
2011,07,Chiapas,4556.0,748.0,3671.0,866.0,82.5,80.6,90.4
2011,08,Chihuahua,4282.0,2105.0,1337.0,1893.0,91.6,89.4,93.2
2011,09,Ciudad de MÃ©xico,22878.0,3119.0,18012.0,3046.0,94.7,95.1,92.9
2011,10,Durango,938.0,496.0,775.0,559.0,92.7,90.8,95.2
2011,11,Guanajuato,6275.0,2003.0,5261.0,1976.0,87.8,86.9,90.3
2011,12,Guerrero,2927.0,1021.0,1613.0,816.0,84.0,79.4,93.0
2011,13,Hidalgo,3733.0,526.0,2644.0,368.0,83.4,82.3,91.6
2011,14,Jalisco,14594.0,3646.0,10499.0,3435.0,87.6,85.0,95.5
2011,15,MÃ©xico,8965.0,1672.0,8422.0,1836.0,86.3,84.9,92.9
2011,16,MichoacÃ¡n de Ocampo,3843.0,923.0,3533.0,653.0,91.1,91.5,88.5
2011,17,Morelos,1403.0,601.0,585.0,557.0,84.1,76.9,91.6
2011,18,Nayarit,3248.0,322.0,2000.0,164.0,86.2,85.6,94.5
2011,19,Nuevo LeÃ³n,5687.0,1773.0,2581.0,1360.0,93.9,92.3,97.1
2011,20,Oaxaca,4025.0,1754.0,1437.0,1144.0,88.7,84.9,93.5
2011,21,Puebla,4945.0,926.0,3909.0,801.0,92.7,92.6,93.1
2011,22,QuerÃ©taro,4178.0,928.0,2032.0,573.0,83.0,79.6,95.1
2011,23,Quintana Roo,3294.0,819.0,1410.0,487.0,82.7,78.0,96.1
2011,24,San Luis PotosÃ­,4250.0,766.0,2028.0,517.0,83.1,82.2,86.7
2011,25,Sinaloa,10002.0,1744.0,3485.0,1494.0,91.4,90.0,94.5
2011,26,Sonora,8593.0,3532.0,6953.0,2599.0,91.2,90.0,94.5
2011,27,Tabasco,3786.0,658.0,1985.0,432.0,91.3,90.7,94.0
2011,28,Tamaulipas,4118.0,1685.0,3703.0,1029.0,78.9,75.8,90.2
2011,29,Tlaxcala,1119.0,269.0,596.0,187.0,78.7,76.3,86.1
2011,30,Veracruz de Ignacio de la Llave,7315.0,1033.0,4017.0,920.0,88.2,87.7,90.4
2011,31,YucatÃ¡n,2948.0,305.0,1677.0,324.0,80.3,79.5,84.6
2011,32,Zacatecas,1759.0,287.0,1102.0,238.0,82.0,78.8,97.1
2011,33,Extranjero,0.0,13.0,2.0,26.0,85.7,50.0,88.5
2011,99,No especificada,151.0,37.0,1003.0,39.0,80.8,81.0,76.9
2012,01,Aguascalientes,1993.0,583.0,1261.0,424.0,90.9,89.1,96.0
2012,02,Baja California,8624.0,6355.0,7939.0,6060.0,93.2,93.7,92.5
