Year,State,State_ID,Crime_type,Total
2001,DURANGO,10,Kidnap,9
2001,DURANGO,10,Common Thief,6118
2001,DURANGO,10,Cattle Thief,0
2001,DURANGO,10,Highway Thief,0
2001,DURANGO,10,Banking Thief,0
2001,GUANAJUATO,11,Household Crimes,13225
2001,GUANAJUATO,11,Rape,269
2001,GUANAJUATO,11,Homicides,966
2001,GUANAJUATO,11,Injuries,11783
2001,GUANAJUATO,11,Other Crimes,20266
2001,GUANAJUATO,11,Kidnap,8
2001,GUANAJUATO,11,Common Thief,17320
2001,GUANAJUATO,11,Cattle Thief,0
2001,GUANAJUATO,11,Highway Thief,0
2001,GUANAJUATO,11,Banking Thief,6
2001,GUERRERO,12,Household Crimes,4231
2001,GUERRERO,12,Rape,396
2001,GUERRERO,12,Homicides,1661
2001,GUERRERO,12,Injuries,4595
2001,GUERRERO,12,Other Crimes,10665
2001,GUERRERO,12,Kidnap,44
2001,GUERRERO,12,Common Thief,8935
2001,GUERRERO,12,Cattle Thief,0
2001,GUERRERO,12,Highway Thief,0
2001,GUERRERO,12,Banking Thief,3
2001,HIDALGO,13,Household Crimes,3339
2001,HIDALGO,13,Rape,372
2001,HIDALGO,13,Homicides,480
2001,HIDALGO,13,Injuries,4797
2001,HIDALGO,13,Other Crimes,7248
2001,HIDALGO,13,Kidnap,4
2001,HIDALGO,13,Common Thief,5641
2001,HIDALGO,13,Cattle Thief,0
2001,HIDALGO,13,Highway Thief,0
2001,HIDALGO,13,Banking Thief,0
2001,JALISCO,14,Household Crimes,13401
2001,JALISCO,14,Rape,662
2001,JALISCO,14,Homicides,3224
2001,JALISCO,14,Injuries,15309
2001,JALISCO,14,Other Crimes,24196
2001,JALISCO,14,Kidnap,14
2001,JALISCO,14,Common Thief,38081
2001,JALISCO,14,Cattle Thief,0
2001,JALISCO,14,Highway Thief,0
2001,JALISCO,14,Banking Thief,18
2001,MEXICO,15,Household Crimes,18502
2001,MEXICO,15,Rape,2299
2001,MEXICO,15,Homicides,6044
2001,MEXICO,15,Injuries,42350
2001,MEXICO,15,Other Crimes,54999
2001,MEXICO,15,Kidnap,76
2001,MEXICO,15,Common Thief,85177
2001,MEXICO,15,Cattle Thief,0
2001,MEXICO,15,Highway Thief,0
2001,MEXICO,15,Banking Thief,33
2001,MICHOACAN,16,Household Crimes,4856
2001,MICHOACAN,16,Rape,251
2001,MICHOACAN,16,Homicides,1351
2001,MICHOACAN,16,Injuries,5591
2001,MICHOACAN,16,Other Crimes,4517
2001,MICHOACAN,16,Kidnap,30
2001,MICHOACAN,16,Common Thief,10049
2001,MICHOACAN,16,Cattle Thief,0
2001,MICHOACAN,16,Highway Thief,0
2001,MICHOACAN,16,Banking Thief,3
2001,MORELOS,17,Household Crimes,4367
2001,MORELOS,17,Rape,232
2001,MORELOS,17,Homicides,454
2001,MORELOS,17,Injuries,4704
2001,MORELOS,17,Other Crimes,13428
2001,MORELOS,17,Kidnap,22
2001,MORELOS,17,Common Thief,10607
2001,MORELOS,17,Cattle Thief,0
2001,MORELOS,17,Highway Thief,0
2001,MORELOS,17,Banking Thief,1
2001,NAYARIT,18,Household Crimes,817
2001,NAYARIT,18,Rape,116
2001,NAYARIT,18,Homicides,290
2001,NAYARIT,18,Injuries,1771
2001,NAYARIT,18,Other Crimes,2354
2001,NAYARIT,18,Kidnap,7
2001,NAYARIT,18,Common Thief,4306
2001,NAYARIT,18,Cattle Thief,0
2001,NAYARIT,18,Highway Thief,0
2001,NAYARIT,18,Banking Thief,1
2001,NUEVO LEON,19,Household Crimes,9223
2001,NUEVO LEON,19,Rape,254
2001,NUEVO LEON,19,Homicides,568
2001,NUEVO LEON,19,Injuries,18357
2001,NUEVO LEON,19,Other Crimes,5576
2001,NUEVO LEON,19,Kidnap,4
2001,NUEVO LEON,19,Common Thief,27897
2001,NUEVO LEON,19,Cattle Thief,0
2001,NUEVO LEON,19,Highway Thief,0
2001,NUEVO LEON,19,Banking Thief,8
2001,OAXACA,20,Household Crimes,5495
2001,OAXACA,20,Rape,194
2001,OAXACA,20,Homicides,1665
2001,OAXACA,20,Injuries,7645
2001,OAXACA,20,Other Crimes,16932
2001,OAXACA,20,Kidnap,2
2001,OAXACA,20,Common Thief,7609
2001,OAXACA,20,Cattle Thief,0
2001,OAXACA,20,Highway Thief,0
2001,OAXACA,20,Banking Thief,2
2001,PUEBLA,21,Household Crimes,12164
2001,PUEBLA,21,Rape,669
2001,PUEBLA,21,Homicides,1527
2001,PUEBLA,21,Injuries,12570
2001,PUEBLA,21,Other Crimes,12987
2001,PUEBLA,21,Kidnap,11
2001,PUEBLA,21,Common Thief,19819
2001,PUEBLA,21,Cattle Thief,0
2001,PUEBLA,21,Highway Thief,0
2001,PUEBLA,21,Banking Thief,17
2001,QUERETARO,22,Household Crimes,3859
2001,QUERETARO,22,Rape,191
2001,QUERETARO,22,Homicides,382
2001,QUERETARO,22,Injuries,3080
2001,QUERETARO,22,Other Crimes,4062
2001,QUERETARO,22,Kidnap,1
2001,QUERETARO,22,Common Thief,7368
2001,QUERETARO,22,Cattle Thief,0
2001,QUERETARO,22,Highway Thief,0
2001,QUERETARO,22,Banking Thief,0
2001,QUINTANA ROO,23,Household Crimes,4345
2001,QUINTANA ROO,23,Rape,286
2001,QUINTANA ROO,23,Homicides,500
2001,QUINTANA ROO,23,Injuries,2985
2001,QUINTANA ROO,23,Other Crimes,5097
2001,QUINTANA ROO,23,Kidnap,12
2001,QUINTANA ROO,23,Common Thief,9459
2001,QUINTANA ROO,23,Cattle Thief,0
2001,QUINTANA ROO,23,Highway Thief,0
2001,QUINTANA ROO,23,Banking Thief,1
2001,SAN LUIS POTOSI,24,Household Crimes,10527
2001,SAN LUIS POTOSI,24,Rape,422
2001,SAN LUIS POTOSI,24,Homicides,418
2001,SAN LUIS POTOSI,24,Injuries,8564
2001,SAN LUIS POTOSI,24,Other Crimes,16762
2001,SAN LUIS POTOSI,24,Kidnap,6
2001,SAN LUIS POTOSI,24,Common Thief,9461
2001,SAN LUIS POTOSI,24,Cattle Thief,0
2001,SAN LUIS POTOSI,24,Highway Thief,0
2001,SAN LUIS POTOSI,24,Banking Thief,0
2001,SINALOA,25,Household Crimes,2378
2001,SINALOA,25,Rape,169
2001,SINALOA,25,Homicides,1132
2001,SINALOA,25,Injuries,3724
2001,SINALOA,25,Other Crimes,3807
2001,SINALOA,25,Kidnap,25
2001,SINALOA,25,Common Thief,8693
2001,SINALOA,25,Cattle Thief,0
2001,SINALOA,25,Highway Thief,0
2001,SINALOA,25,Banking Thief,9
2001,SONORA,26,Household Crimes,3161
2001,SONORA,26,Rape,250
2001,SONORA,26,Homicides,756
2001,SONORA,26,Injuries,3852
2001,SONORA,26,Other Crimes,4571
2001,SONORA,26,Kidnap,5
2001,SONORA,26,Common Thief,4782
2001,SONORA,26,Cattle Thief,0
2001,SONORA,26,Highway Thief,0
2001,SONORA,26,Banking Thief,14
2001,TABASCO,27,Household Crimes,4469
2001,TABASCO,27,Rape,232
2001,TABASCO,27,Homicides,333
2001,TABASCO,27,Injuries,7187
2001,TABASCO,27,Other Crimes,17212
2001,TABASCO,27,Kidnap,0
2001,TABASCO,27,Common Thief,8553
2001,TABASCO,27,Cattle Thief,0
2001,TABASCO,27,Highway Thief,0
2001,TABASCO,27,Banking Thief,0
2001,TAMAULIPAS,28,Household Crimes,5039
2001,TAMAULIPAS,28,Rape,450
2001,TAMAULIPAS,28,Homicides,580
2001,TAMAULIPAS,28,Injuries,7240
2001,TAMAULIPAS,28,Other Crimes,15687
2001,TAMAULIPAS,28,Kidnap,7
2001,TAMAULIPAS,28,Common Thief,16943
2001,TAMAULIPAS,28,Cattle Thief,0
2001,TAMAULIPAS,28,Highway Thief,0
2001,TAMAULIPAS,28,Banking Thief,6
2001,TLAXCALA,29,Household Crimes,513
2001,TLAXCALA,29,Rape,234
2001,TLAXCALA,29,Homicides,490
2001,TLAXCALA,29,Injuries,839
2001,TLAXCALA,29,Other Crimes,1254
2001,TLAXCALA,29,Kidnap,0
2001,TLAXCALA,29,Common Thief,1718
2001,TLAXCALA,29,Cattle Thief,0
2001,TLAXCALA,29,Highway Thief,0
2001,TLAXCALA,29,Banking Thief,2
2001,VERACRUZ,30,Household Crimes,10957
2001,VERACRUZ,30,Rape,1153
2001,VERACRUZ,30,Homicides,1398
2001,VERACRUZ,30,Injuries,12489
2001,VERACRUZ,30,Other Crimes,18347
2001,VERACRUZ,30,Kidnap,7
2001,VERACRUZ,30,Common Thief,14484
2001,VERACRUZ,30,Cattle Thief,0
2001,VERACRUZ,30,Highway Thief,0
2001,VERACRUZ,30,Banking Thief,3
2001,YUCATAN,31,Household Crimes,8240
2001,YUCATAN,31,Rape,204
2001,YUCATAN,31,Homicides,162
2001,YUCATAN,31,Injuries,7283
2001,YUCATAN,31,Other Crimes,20613
2001,YUCATAN,31,Kidnap,0
2001,YUCATAN,31,Common Thief,6544
2001,YUCATAN,31,Cattle Thief,0
2001,YUCATAN,31,Highway Thief,0
2001,YUCATAN,31,Banking Thief,6
2001,ZACATECAS,32,Household Crimes,2818
2001,ZACATECAS,32,Rape,131
2001,ZACATECAS,32,Homicides,300
2001,ZACATECAS,32,Injuries,2598
2001,ZACATECAS,32,Other Crimes,3068
2001,ZACATECAS,32,Kidnap,1
2001,ZACATECAS,32,Common Thief,3560
2001,ZACATECAS,32,Cattle Thief,0
2001,ZACATECAS,32,Highway Thief,0
2001,ZACATECAS,32,Banking Thief,9
2002,AGUASCALIENTES,1,Household Crimes,3344
2002,AGUASCALIENTES,1,Rape,55
2002,AGUASCALIENTES,1,Homicides,172
2002,AGUASCALIENTES,1,Injuries,2029
2002,AGUASCALIENTES,1,Other Crimes,3025
2002,AGUASCALIENTES,1,Kidnap,2
2002,AGUASCALIENTES,1,Common Thief,3325
2002,AGUASCALIENTES,1,Cattle Thief,28
2002,AGUASCALIENTES,1,Highway Thief,8
2002,AGUASCALIENTES,1,Banking Thief,2
2002,BAJA CALIFORNIA,2,Household Crimes,16900
2002,BAJA CALIFORNIA,2,Rape,609
2002,BAJA CALIFORNIA,2,Homicides,466
2002,BAJA CALIFORNIA,2,Injuries,12731
2002,BAJA CALIFORNIA,2,Other Crimes,24991
2002,BAJA CALIFORNIA,2,Kidnap,22
2002,BAJA CALIFORNIA,2,Common Thief,44149
2002,BAJA CALIFORNIA,2,Cattle Thief,0
2002,BAJA CALIFORNIA,2,Highway Thief,0
2002,BAJA CALIFORNIA,2,Banking Thief,15
2002,BAJA CALIFORNIA SUR,3,Household Crimes,2794
2002,BAJA CALIFORNIA SUR,3,Rape,91
2002,BAJA CALIFORNIA SUR,3,Homicides,67
2002,BAJA CALIFORNIA SUR,3,Injuries,1560
2002,BAJA CALIFORNIA SUR,3,Other Crimes,3209
2002,BAJA CALIFORNIA SUR,3,Kidnap,0
2002,BAJA CALIFORNIA SUR,3,Common Thief,5902
2002,BAJA CALIFORNIA SUR,3,Cattle Thief,40
2002,BAJA CALIFORNIA SUR,3,Highway Thief,0
2002,BAJA CALIFORNIA SUR,3,Banking Thief,0
2002,CAMPECHE,4,Household Crimes,460
2002,CAMPECHE,4,Rape,105
2002,CAMPECHE,4,Homicides,153
2002,CAMPECHE,4,Injuries,264
2002,CAMPECHE,4,Other Crimes,1149
2002,CAMPECHE,4,Kidnap,0
2002,CAMPECHE,4,Common Thief,672
2002,CAMPECHE,4,Cattle Thief,82
2002,CAMPECHE,4,Highway Thief,24
2002,CAMPECHE,4,Banking Thief,1
2002,CHIAPAS,7,Household Crimes,8139
2002,CHIAPAS,7,Rape,645
2002,CHIAPAS,7,Homicides,1855
2002,CHIAPAS,7,Injuries,5901
2002,CHIAPAS,7,Other Crimes,10966
2002,CHIAPAS,7,Kidnap,12
2002,CHIAPAS,7,Common Thief,7394
2002,CHIAPAS,7,Cattle Thief,515
2002,CHIAPAS,7,Highway Thief,172
2002,CHIAPAS,7,Banking Thief,6
2002,CHIHUAHUA,8,Household Crimes,7999
2002,CHIHUAHUA,8,Rape,548
2002,CHIHUAHUA,8,Homicides,982
2002,CHIHUAHUA,8,Injuries,11114
2002,CHIHUAHUA,8,Other Crimes,17795
2002,CHIHUAHUA,8,Kidnap,4
2002,CHIHUAHUA,8,Common Thief,24236
2002,CHIHUAHUA,8,Cattle Thief,309
2002,CHIHUAHUA,8,Highway Thief,19
2002,CHIHUAHUA,8,Banking Thief,37
2002,CIUDAD DE MEXICO,9,Household Crimes,29486
2002,CIUDAD DE MEXICO,9,Rape,1298
2002,CIUDAD DE MEXICO,9,Homicides,1759
2002,CIUDAD DE MEXICO,9,Injuries,25944
2002,CIUDAD DE MEXICO,9,Other Crimes,23188
2002,CIUDAD DE MEXICO,9,Kidnap,144
2002,CIUDAD DE MEXICO,9,Common Thief,96181
2002,CIUDAD DE MEXICO,9,Cattle Thief,0
2002,CIUDAD DE MEXICO,9,Highway Thief,0
2002,CIUDAD DE MEXICO,9,Banking Thief,90
2002,COAHUILA,5,Household Crimes,6323
2002,COAHUILA,5,Rape,191
2002,COAHUILA,5,Homicides,353
2002,COAHUILA,5,Injuries,4826
2002,COAHUILA,5,Other Crimes,7200
2002,COAHUILA,5,Kidnap,2
2002,COAHUILA,5,Common Thief,8146
2002,COAHUILA,5,Cattle Thief,73
2002,COAHUILA,5,Highway Thief,2
2002,COAHUILA,5,Banking Thief,3
2002,COLIMA,6,Household Crimes,952
2002,COLIMA,6,Rape,70
2002,COLIMA,6,Homicides,119
2002,COLIMA,6,Injuries,772
2002,COLIMA,6,Other Crimes,1738
2002,COLIMA,6,Kidnap,1
2002,COLIMA,6,Common Thief,1188
2002,COLIMA,6,Cattle Thief,12
2002,COLIMA,6,Highway Thief,14
2002,COLIMA,6,Banking Thief,1
2002,DURANGO,10,Household Crimes,4200
2002,DURANGO,10,Rape,132
2002,DURANGO,10,Homicides,389
2002,DURANGO,10,Injuries,2204
2002,DURANGO,10,Other Crimes,4190
2002,DURANGO,10,Kidnap,9
2002,DURANGO,10,Common Thief,5236
2002,DURANGO,10,Cattle Thief,165
2002,DURANGO,10,Highway Thief,9
2002,DURANGO,10,Banking Thief,1
2002,GUANAJUATO,11,Household Crimes,14686
2002,GUANAJUATO,11,Rape,331
2002,GUANAJUATO,11,Homicides,1103
2002,GUANAJUATO,11,Injuries,12355
2002,GUANAJUATO,11,Other Crimes,16307
2002,GUANAJUATO,11,Kidnap,11
2002,GUANAJUATO,11,Common Thief,17872
2002,GUANAJUATO,11,Cattle Thief,292
2002,GUANAJUATO,11,Highway Thief,0
2002,GUANAJUATO,11,Banking Thief,16
2002,GUERRERO,12,Household Crimes,4969
2002,GUERRERO,12,Rape,422
2002,GUERRERO,12,Homicides,1443
2002,GUERRERO,12,Injuries,4755
2002,GUERRERO,12,Other Crimes,10127
2002,GUERRERO,12,Kidnap,28
2002,GUERRERO,12,Common Thief,7925
2002,GUERRERO,12,Cattle Thief,100
2002,GUERRERO,12,Highway Thief,19
2002,GUERRERO,12,Banking Thief,3
2002,HIDALGO,13,Household Crimes,4322
2002,HIDALGO,13,Rape,321
2002,HIDALGO,13,Homicides,452
2002,HIDALGO,13,Injuries,5264
2002,HIDALGO,13,Other Crimes,6257
2002,HIDALGO,13,Kidnap,4
2002,HIDALGO,13,Common Thief,5081
2002,HIDALGO,13,Cattle Thief,139
2002,HIDALGO,13,Highway Thief,122
2002,HIDALGO,13,Banking Thief,0
2002,JALISCO,14,Household Crimes,18745
2002,JALISCO,14,Rape,797
2002,JALISCO,14,Homicides,1634
2002,JALISCO,14,Injuries,15122
2002,JALISCO,14,Other Crimes,23374
2002,JALISCO,14,Kidnap,16
2002,JALISCO,14,Common Thief,35930
2002,JALISCO,14,Cattle Thief,466
2002,JALISCO,14,Highway Thief,104
2002,JALISCO,14,Banking Thief,8
2002,MEXICO,15,Household Crimes,22757
2002,MEXICO,15,Rape,2533
2002,MEXICO,15,Homicides,6041
2002,MEXICO,15,Injuries,43306
2002,MEXICO,15,Other Crimes,64069
2002,MEXICO,15,Kidnap,82
2002,MEXICO,15,Common Thief,79374
2002,MEXICO,15,Cattle Thief,473
2002,MEXICO,15,Highway Thief,0
2002,MEXICO,15,Banking Thief,31
2002,MICHOACAN,16,Household Crimes,6071
2002,MICHOACAN,16,Rape,255
2002,MICHOACAN,16,Homicides,1254
2002,MICHOACAN,16,Injuries,5344
2002,MICHOACAN,16,Other Crimes,4327
2002,MICHOACAN,16,Kidnap,24
2002,MICHOACAN,16,Common Thief,9954
2002,MICHOACAN,16,Cattle Thief,203
2002,MICHOACAN,16,Highway Thief,0
2002,MICHOACAN,16,Banking Thief,12
2002,MORELOS,17,Household Crimes,5361
2002,MORELOS,17,Rape,294
2002,MORELOS,17,Homicides,466
2002,MORELOS,17,Injuries,4551
2002,MORELOS,17,Other Crimes,11606
2002,MORELOS,17,Kidnap,6
2002,MORELOS,17,Common Thief,9430
2002,MORELOS,17,Cattle Thief,94
2002,MORELOS,17,Highway Thief,52
2002,MORELOS,17,Banking Thief,9
2002,NAYARIT,18,Household Crimes,813
2002,NAYARIT,18,Rape,95
2002,NAYARIT,18,Homicides,196
2002,NAYARIT,18,Injuries,966
2002,NAYARIT,18,Other Crimes,1416
2002,NAYARIT,18,Kidnap,11
2002,NAYARIT,18,Common Thief,2753
2002,NAYARIT,18,Cattle Thief,116
2002,NAYARIT,18,Highway Thief,43
2002,NAYARIT,18,Banking Thief,2
2002,NUEVO LEON,19,Household Crimes,13024
2002,NUEVO LEON,19,Rape,362
2002,NUEVO LEON,19,Homicides,533
2002,NUEVO LEON,19,Injuries,12941
2002,NUEVO LEON,19,Other Crimes,4659
2002,NUEVO LEON,19,Kidnap,3
2002,NUEVO LEON,19,Common Thief,25589
2002,NUEVO LEON,19,Cattle Thief,161
2002,NUEVO LEON,19,Highway Thief,7
2002,NUEVO LEON,19,Banking Thief,20
2002,OAXACA,20,Household Crimes,6716
2002,OAXACA,20,Rape,317
2002,OAXACA,20,Homicides,1780
2002,OAXACA,20,Injuries,6831
2002,OAXACA,20,Other Crimes,11974
2002,OAXACA,20,Kidnap,6
2002,OAXACA,20,Common Thief,7333
2002,OAXACA,20,Cattle Thief,141
2002,OAXACA,20,Highway Thief,0
2002,OAXACA,20,Banking Thief,11
2002,PUEBLA,21,Household Crimes,12377
2002,PUEBLA,21,Rape,696
2002,PUEBLA,21,Homicides,1527
2002,PUEBLA,21,Injuries,12572
2002,PUEBLA,21,Other Crimes,12045
2002,PUEBLA,21,Kidnap,12
2002,PUEBLA,21,Common Thief,21057
2002,PUEBLA,21,Cattle Thief,137
2002,PUEBLA,21,Highway Thief,174
2002,PUEBLA,21,Banking Thief,30
2002,QUERETARO,22,Household Crimes,4419
2002,QUERETARO,22,Rape,210
2002,QUERETARO,22,Homicides,367
2002,QUERETARO,22,Injuries,3181
2002,QUERETARO,22,Other Crimes,3827
2002,QUERETARO,22,Kidnap,1
2002,QUERETARO,22,Common Thief,7562
2002,QUERETARO,22,Cattle Thief,98
2002,QUERETARO,22,Highway Thief,0
2002,QUERETARO,22,Banking Thief,2
2002,QUINTANA ROO,23,Household Crimes,5459
2002,QUINTANA ROO,23,Rape,419
2002,QUINTANA ROO,23,Homicides,563
2002,QUINTANA ROO,23,Injuries,3692
2002,QUINTANA ROO,23,Other Crimes,5143
2002,QUINTANA ROO,23,Kidnap,0
2002,QUINTANA ROO,23,Common Thief,9294
2002,QUINTANA ROO,23,Cattle Thief,41
2002,QUINTANA ROO,23,Highway Thief,13
2002,QUINTANA ROO,23,Banking Thief,7
2002,SAN LUIS POTOSI,24,Household Crimes,10034
2002,SAN LUIS POTOSI,24,Rape,404
2002,SAN LUIS POTOSI,24,Homicides,431
2002,SAN LUIS POTOSI,24,Injuries,7547
2002,SAN LUIS POTOSI,24,Other Crimes,16425
2002,SAN LUIS POTOSI,24,Kidnap,2
2002,SAN LUIS POTOSI,24,Common Thief,7967
2002,SAN LUIS POTOSI,24,Cattle Thief,0
2002,SAN LUIS POTOSI,24,Highway Thief,0
2002,SAN LUIS POTOSI,24,Banking Thief,1
2002,SINALOA,25,Household Crimes,2738
2002,SINALOA,25,Rape,204
2002,SINALOA,25,Homicides,1096
2002,SINALOA,25,Injuries,4177
2002,SINALOA,25,Other Crimes,3703
2002,SINALOA,25,Kidnap,12
2002,SINALOA,25,Common Thief,7759
2002,SINALOA,25,Cattle Thief,217
2002,SINALOA,25,Highway Thief,0
2002,SINALOA,25,Banking Thief,5
2002,SONORA,26,Household Crimes,3999
2002,SONORA,26,Rape,223
2002,SONORA,26,Homicides,644
2002,SONORA,26,Injuries,3528
2002,SONORA,26,Other Crimes,4031
2002,SONORA,26,Kidnap,7
2002,SONORA,26,Common Thief,4332
2002,SONORA,26,Cattle Thief,61
2002,SONORA,26,Highway Thief,0
2002,SONORA,26,Banking Thief,6
2002,TABASCO,27,Household Crimes,5211
2002,TABASCO,27,Rape,277
2002,TABASCO,27,Homicides,274
2002,TABASCO,27,Injuries,7110
2002,TABASCO,27,Other Crimes,16720
2002,TABASCO,27,Kidnap,0
2002,TABASCO,27,Common Thief,8586
2002,TABASCO,27,Cattle Thief,315
2002,TABASCO,27,Highway Thief,0
2002,TABASCO,27,Banking Thief,0
2002,TAMAULIPAS,28,Household Crimes,5216
2002,TAMAULIPAS,28,Rape,561
2002,TAMAULIPAS,28,Homicides,524
2002,TAMAULIPAS,28,Injuries,7633
2002,TAMAULIPAS,28,Other Crimes,14606
2002,TAMAULIPAS,28,Kidnap,4
2002,TAMAULIPAS,28,Common Thief,17081
2002,TAMAULIPAS,28,Cattle Thief,166
2002,TAMAULIPAS,28,Highway Thief,0
2002,TAMAULIPAS,28,Banking Thief,8
2002,TLAXCALA,29,Household Crimes,740
2002,TLAXCALA,29,Rape,225
2002,TLAXCALA,29,Homicides,486
2002,TLAXCALA,29,Injuries,854
2002,TLAXCALA,29,Other Crimes,1214
2002,TLAXCALA,29,Kidnap,0
2002,TLAXCALA,29,Common Thief,1780
2002,TLAXCALA,29,Cattle Thief,66
2002,TLAXCALA,29,Highway Thief,11
2002,TLAXCALA,29,Banking Thief,2
2002,VERACRUZ,30,Household Crimes,14263
2002,VERACRUZ,30,Rape,1209
2002,VERACRUZ,30,Homicides,1446
2002,VERACRUZ,30,Injuries,13640
2002,VERACRUZ,30,Other Crimes,17542
2002,VERACRUZ,30,Kidnap,10
2002,VERACRUZ,30,Common Thief,13754
2002,VERACRUZ,30,Cattle Thief,504
2002,VERACRUZ,30,Highway Thief,152
2002,VERACRUZ,30,Banking Thief,2
2002,YUCATAN,31,Household Crimes,9932
2002,YUCATAN,31,Rape,293
2002,YUCATAN,31,Homicides,264
2002,YUCATAN,31,Injuries,5591
2002,YUCATAN,31,Other Crimes,23881
2002,YUCATAN,31,Kidnap,0
2002,YUCATAN,31,Common Thief,6790
2002,YUCATAN,31,Cattle Thief,29
2002,YUCATAN,31,Highway Thief,0
2002,YUCATAN,31,Banking Thief,0
2002,ZACATECAS,32,Household Crimes,3751
2002,ZACATECAS,32,Rape,180
2002,ZACATECAS,32,Homicides,305
2002,ZACATECAS,32,Injuries,2932
2002,ZACATECAS,32,Other Crimes,2846
2002,ZACATECAS,32,Kidnap,0
2002,ZACATECAS,32,Common Thief,4391
2002,ZACATECAS,32,Cattle Thief,168
2002,ZACATECAS,32,Highway Thief,16
2002,ZACATECAS,32,Banking Thief,13
2003,AGUASCALIENTES,1,Household Crimes,3295
2003,AGUASCALIENTES,1,Rape,57
2003,AGUASCALIENTES,1,Homicides,171
2003,AGUASCALIENTES,1,Injuries,2040
2003,AGUASCALIENTES,1,Other Crimes,2719
2003,AGUASCALIENTES,1,Kidnap,0
2003,AGUASCALIENTES,1,Common Thief,3848
2003,AGUASCALIENTES,1,Cattle Thief,31
2003,AGUASCALIENTES,1,Highway Thief,8
2003,AGUASCALIENTES,1,Banking Thief,1
2003,BAJA CALIFORNIA,2,Household Crimes,14034
2003,BAJA CALIFORNIA,2,Rape,602
2003,BAJA CALIFORNIA,2,Homicides,479
2003,BAJA CALIFORNIA,2,Injuries,12641
2003,BAJA CALIFORNIA,2,Other Crimes,23960
2003,BAJA CALIFORNIA,2,Kidnap,20
2003,BAJA CALIFORNIA,2,Common Thief,44368
2003,BAJA CALIFORNIA,2,Cattle Thief,0
2003,BAJA CALIFORNIA,2,Highway Thief,0
2003,BAJA CALIFORNIA,2,Banking Thief,35
2003,BAJA CALIFORNIA SUR,3,Household Crimes,2818
2003,BAJA CALIFORNIA SUR,3,Rape,108
2003,BAJA CALIFORNIA SUR,3,Homicides,61
2003,BAJA CALIFORNIA SUR,3,Injuries,1560
2003,BAJA CALIFORNIA SUR,3,Other Crimes,3406
2003,BAJA CALIFORNIA SUR,3,Kidnap,0
2003,BAJA CALIFORNIA SUR,3,Common Thief,5288
2003,BAJA CALIFORNIA SUR,3,Cattle Thief,59
2003,BAJA CALIFORNIA SUR,3,Highway Thief,0
2003,BAJA CALIFORNIA SUR,3,Banking Thief,0
2003,CAMPECHE,4,Household Crimes,231
2003,CAMPECHE,4,Rape,109
2003,CAMPECHE,4,Homicides,145
2003,CAMPECHE,4,Injuries,146
2003,CAMPECHE,4,Other Crimes,998
2003,CAMPECHE,4,Kidnap,1
2003,CAMPECHE,4,Common Thief,496
2003,CAMPECHE,4,Cattle Thief,46
2003,CAMPECHE,4,Highway Thief,31
2003,CAMPECHE,4,Banking Thief,0
2003,CHIAPAS,7,Household Crimes,7870
2003,CHIAPAS,7,Rape,450
2003,CHIAPAS,7,Homicides,1873
2003,CHIAPAS,7,Injuries,5651
2003,CHIAPAS,7,Other Crimes,10817
2003,CHIAPAS,7,Kidnap,13
2003,CHIAPAS,7,Common Thief,7490
2003,CHIAPAS,7,Cattle Thief,436
2003,CHIAPAS,7,Highway Thief,224
2003,CHIAPAS,7,Banking Thief,8
2003,CHIHUAHUA,8,Household Crimes,9564
2003,CHIHUAHUA,8,Rape,602
2003,CHIHUAHUA,8,Homicides,905
2003,CHIHUAHUA,8,Injuries,9530
2003,CHIHUAHUA,8,Other Crimes,13628
2003,CHIHUAHUA,8,Kidnap,6
2003,CHIHUAHUA,8,Common Thief,25556
2003,CHIHUAHUA,8,Cattle Thief,310
2003,CHIHUAHUA,8,Highway Thief,0
2003,CHIHUAHUA,8,Banking Thief,65
2003,CIUDAD DE MEXICO,9,Household Crimes,27063
2003,CIUDAD DE MEXICO,9,Rape,1316
2003,CIUDAD DE MEXICO,9,Homicides,1635
2003,CIUDAD DE MEXICO,9,Injuries,25023
2003,CIUDAD DE MEXICO,9,Other Crimes,22031
2003,CIUDAD DE MEXICO,9,Kidnap,136
2003,CIUDAD DE MEXICO,9,Common Thief,95471
2003,CIUDAD DE MEXICO,9,Cattle Thief,0
2003,CIUDAD DE MEXICO,9,Highway Thief,0
2003,CIUDAD DE MEXICO,9,Banking Thief,152
2003,COAHUILA,5,Household Crimes,6343
2003,COAHUILA,5,Rape,222
2003,COAHUILA,5,Homicides,370
2003,COAHUILA,5,Injuries,4630
2003,COAHUILA,5,Other Crimes,7878
2003,COAHUILA,5,Kidnap,0
2003,COAHUILA,5,Common Thief,8692
2003,COAHUILA,5,Cattle Thief,83
2003,COAHUILA,5,Highway Thief,4
2003,COAHUILA,5,Banking Thief,6
2003,COLIMA,6,Household Crimes,969
2003,COLIMA,6,Rape,78
2003,COLIMA,6,Homicides,128
2003,COLIMA,6,Injuries,768
2003,COLIMA,6,Other Crimes,1789
2003,COLIMA,6,Kidnap,2
2003,COLIMA,6,Common Thief,1264
2003,COLIMA,6,Cattle Thief,9
2003,COLIMA,6,Highway Thief,12
2003,COLIMA,6,Banking Thief,3
2003,DURANGO,10,Household Crimes,3861
2003,DURANGO,10,Rape,113
2003,DURANGO,10,Homicides,315
